Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
HAUSSMANN-SAINT-LAZARE;87281899;DIM;2022-03-20;2022;E;E;De 6h à 10h;1601
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;JOB;2021-09-21;2021;T4;T4;Avant 6h;13
HAUSSMANN-SAINT-LAZARE;87281899;JOB;2022-03-22;2022;E;E;Après 20h;5434
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;425
HERBLAY;87381889;SAM;2023-11-18;2023;J;J6;Avant 6h;33
ALLEE-ROYALE;87710913;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;31
HERBLAY;87381889;SAM;2023-11-18;2023;J;J6;De 10h à 16h;1402
ALLEE-ROYALE;87710913;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;31
HERBLAY;87381889;DIM;2023-11-19;2023;J;J6;Après 20h;164
ANDRESY;87381491;SAM;2023-11-18;2023;J;J6;De 16h à 20h;115
HERBLAY;87381889;DIM;2023-11-19;2023;J;J6;De 16h à 20h;575
ARBORETUM;87704320;SAM;2021-11-09;2021;T4;T4;De 10h à 16h;293
HOPITAL-DE-MONTFERMEIL;87704338;SAM;2021-11-09;2021;T4;T4;Avant 6h;3
ARBORETUM;87704320;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;36
HOPITAL-DE-MONTFERMEIL;87704338;SAM;2021-11-09;2021;T4;T4;De 10h à 16h;489
ARBORETUM;87704320;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;62
HOUDAN;87393462;JOB;2023-11-14;2023;N;N;De 16h à 20h;354
ARBORETUM;87704320;DIM;2021-12-09;2021;T4;T4;Avant 6h;2
HOUILLES-CARRIERES-SUR-SEINE;87386409;SAM;2022-11-19;2022;A;A;Après 20h;955
ARBORETUM;87704320;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;294
HOUILLES-CARRIERES-SUR-SEINE;87386409;SAM;2023-11-18;2023;L;L3;De 6h à 10h;362
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J4;De 6h à 10h;1129
HOUILLES-CARRIERES-SUR-SEINE;87386409;DIM;2021-05-12;2021;J;J5;De 10h à 16h;597
ARGENTEUIL;87381848;DIM;2023-11-19;2023;J;J6;De 10h à 16h;3533
HOUILLES-CARRIERES-SUR-SEINE;87386409;DIM;2023-11-19;2023;L;L3;De 10h à 16h;549
ARGENTEUIL;87381848;DIM;2023-11-19;2023;J;J6;De 6h à 10h;1062
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2021-07-12;2021;J;J5;Avant 6h;31
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J6;De 16h à 20h;4890
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2021-07-12;2021;J;J5;De 6h à 10h;1604
ARPAJON;87545467;JOB;2017-04-25;2017;C;C;Après 20h;82
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2022-11-30;2022;A;A;De 16h à 20h;2413
ARPAJON;87545467;JOB;2017-04-25;2017;C;C;Avant 6h;112
INVALIDES;87393033;SAM;2017-04-22;2017;C;C;Avant 6h;55
ARPAJON;87545467;JOB;2017-04-25;2017;C;C;De 16h à 20h;710
ISLES-ARMENTIERES-CONGIS;87116616;SAM;2023-09-16;2023;P;P;Avant 6h;0
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;J;J4;Après 20h;686
ISLES-ARMENTIERES-CONGIS;87116616;JOB;2023-09-19;2023;P;P;De 10h à 16h;27
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;L;L2;Avant 6h;21
ISSOU-PORCHEVILLE;87381574;SAM;2023-11-18;2023;J;J6;De 10h à 16h;118
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;L;L3;Avant 6h;26
ISSOU-PORCHEVILLE;87381574;SAM;2023-11-18;2023;J;J6;De 16h à 20h;67
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;J;J6;Après 20h;35
ISSOU-PORCHEVILLE;87381574;SAM;2023-11-18;2023;J;J6;De 6h à 10h;59
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L3;Avant 6h;79
ISSOU-PORCHEVILLE;87381574;DIM;2023-11-19;2023;J;J6;De 10h à 16h;96
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L3;De 16h à 20h;2977
ISSOU-PORCHEVILLE;87381574;JOB;2023-11-14;2023;J;J6;De 10h à 16h;202
ATHIS-MONS;87545251;SAM;2017-04-22;2017;C;C;Avant 6h;17
ISSY;87393074;DIM;2017-04-23;2017;C;C;De 10h à 16h;689
ATHIS-MONS;87545251;JOB;2017-04-25;2017;C;C;De 10h à 16h;661
ISSY;87393074;DIM;2017-04-23;2017;C;C;De 16h à 20h;385
AULNAY-SOUS-BOIS;87271411;DIM;2021-12-09;2021;T4;T4;Après 20h;896
ISSY;87393074;DIM;2017-04-23;2017;C;C;De 6h à 10h;146
AULNAY-SOUS-BOIS;87271411;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;427
ISSY-VAL-DE-SEINE;87393306;SAM;2017-04-22;2017;C;C;De 6h à 10h;264
AULNAY-SOUS-BOIS;87271411;DIM;2023-11-19;2023;K;K;Après 20h;23
ISSY-VAL-DE-SEINE;87393306;JOB;2017-04-25;2017;C;C;Avant 6h;30
AULNAY-SOUS-BOIS;87271411;DIM;2023-11-19;2023;K;K;De 10h à 16h;49
ISSY-VAL-DE-SEINE;87393306;JOB;2017-04-25;2017;C;C;De 6h à 10h;2234
AULNAY-SOUS-BOIS;87271411;JOB;2023-05-10;2023;B;B;Après 20h;1649
IVRY-SUR-SEINE;87545301;DIM;2017-04-23;2017;C;C;Après 20h;376
AULNAY-SOUS-BOIS;87271411;JOB;2023-10-10;2023;B;B;De 16h à 20h;4970
IVRY-SUR-SEINE;87545301;DIM;2017-04-23;2017;C;C;De 16h à 20h;721
AULNAY-SOUS-BOIS;87271411;JOB;2023-10-10;2023;B;B;De 6h à 10h;2200
IVRY-SUR-SEINE;87545301;DIM;2017-04-23;2017;C;C;De 6h à 10h;497
AULNAY-SOUS-BOIS;87271411;JOB;2023-11-14;2023;K;K;Avant 6h;161
IVRY-SUR-SEINE;87545301;JOB;2017-04-25;2017;C;C;Après 20h;470
AUVERS-SUR-OISE;87276543;DIM;2023-11-19;2023;H;H;Après 20h;4
IVRY-SUR-SEINE;87545301;JOB;2017-04-25;2017;C;C;De 6h à 10h;2496
AUVERS-SUR-OISE;87276543;DIM;2023-11-19;2023;H;H;De 10h à 16h;51
JAVEL;87393066;SAM;2017-04-22;2017;C;C;Avant 6h;11
AUVERS-SUR-OISE;87276543;JOB;2023-11-14;2023;H;H;De 10h à 16h;37
JAVEL;87393066;DIM;2017-04-23;2017;C;C;Après 20h;218
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;SAM;2017-04-22;2017;C;C;De 10h à 16h;645
JAVEL;87393066;JOB;2017-04-25;2017;C;C;De 6h à 10h;1750
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;SAM;2017-04-22;2017;C;C;De 16h à 20h;801
JOUY-EN-JOSAS;87393512;SAM;2017-04-22;2017;C;C;Avant 6h;0
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;DIM;2017-04-23;2017;C;C;De 6h à 10h;69
JUVISY;87545244;SAM;2017-04-22;2017;C;C;De 6h à 10h;3704
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;JOB;2017-04-25;2017;C;C;De 6h à 10h;663
JUVISY;87545244;SAM;2024-02-03;2024;D;D;De 16h à 20h;4499
AVENUE-FOCH;87381038;SAM;2017-04-22;2017;C;C;Après 20h;150
JUVISY;87545244;SAM;2024-02-03;2024;D;D;De 6h à 10h;2375
AVENUE-FOCH;87381038;SAM;2017-04-22;2017;C;C;Avant 6h;5
JUVISY;87545244;DIM;2024-03-03;2024;D;D;Avant 6h;112
AVENUE-FOCH;87381038;JOB;2017-04-25;2017;C;C;De 16h à 20h;1038
JUVISY;87545244;JOB;2017-04-25;2017;C;C;De 10h à 16h;7622
AVENUE-HENRI-MARTIN;87381046;DIM;2017-04-23;2017;C;C;Après 20h;72
JUVISY;87545244;JOB;2024-05-03;2024;D;D;De 10h à 16h;5639
AVENUE-HENRI-MARTIN;87381046;JOB;2017-04-25;2017;C;C;Avant 6h;9
JUVISY;87545244;JOB;2024-12-03;2024;D;D;De 16h à 20h;0
BAGNEAUX-SUR-LOING;87684191;JOB;2023-11-14;2023;R;R;De 10h à 16h;52
JUZIERS;87381558;SAM;2023-11-18;2023;J;J6;Après 20h;19
BAILLY;87710780;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;143
JUZIERS;87381558;SAM;2023-11-18;2023;J;J6;De 10h à 16h;155
BAILLY;87710780;SAM;2023-10-14;2023;T13;T13;De 6h à 10h;34
JUZIERS;87381558;SAM;2023-11-18;2023;J;J6;De 6h à 10h;76
BAILLY;87710780;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;111
JUZIERS;87381558;JOB;2023-11-14;2023;J;J6;De 6h à 10h;343
BAILLY;87710780;JOB;2023-10-19;2023;T13;T13;De 16h à 20h;137
LA-BARRE-ORMESSON;87271171;DIM;2023-11-19;2023;H;H;De 16h à 20h;610
BALLANCOURT;87681437;SAM;2024-02-03;2024;D;D;Avant 6h;15
LA-BARRE-ORMESSON;87271171;JOB;2023-11-14;2023;H;H;Après 20h;256
BALLANCOURT;87681437;DIM;2024-03-03;2024;D;D;De 6h à 10h;43
L'ABBAYE;87113886;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;171
BECON-LES-BRUYERES;87382002;SAM;2023-11-18;2023;L;L2;Après 20h;534
L'ABBAYE;87113886;DIM;2021-12-09;2021;T4;T4;Après 20h;55
BECON-LES-BRUYERES;87382002;SAM;2023-11-18;2023;L;L2;Avant 6h;16
L'ABBAYE;87113886;DIM;2021-12-09;2021;T4;T4;De 10h à 16h;323
BECON-LES-BRUYERES;87382002;SAM;2023-11-18;2023;L;L2;De 16h à 20h;1169
L'ABBAYE;87113886;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;145
BECON-LES-BRUYERES;87382002;SAM;2023-11-18;2023;L;L3;Après 20h;593
L'ABBAYE;87113886;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;97
BECON-LES-BRUYERES;87382002;SAM;2023-11-18;2023;L;L3;De 10h à 16h;2828
LA-BORNE-BLANCHE;87276287;SAM;2024-02-03;2024;D;D;Après 20h;7
BECON-LES-BRUYERES;87382002;DIM;2023-11-19;2023;L;L3;Après 20h;271
LA-BORNE-BLANCHE;87276287;DIM;2024-03-03;2024;D;D;Avant 6h;4
BECON-LES-BRUYERES;87382002;DIM;2023-11-19;2023;L;L3;De 6h à 10h;387
LA-BORNE-BLANCHE;87276287;DIM;2024-03-03;2024;D;D;De 10h à 16h;54
BECON-LES-BRUYERES;87382002;JOB;2023-11-14;2023;L;L2;De 6h à 10h;3668
LA-BORNE-BLANCHE;87276287;JOB;2024-05-03;2024;D;D;Après 20h;4
BELLEVUE;87393116;SAM;2023-11-18;2023;N;N;De 10h à 16h;540
LA-CELLE-SAINT-CLOUD;87382432;SAM;2023-11-18;2023;L;L2;Avant 6h;34
BELLEVUE;87393116;JOB;2023-11-14;2023;N;N;De 10h à 16h;570
LA-CELLE-SAINT-CLOUD;87382432;SAM;2023-11-18;2023;L;L2;De 6h à 10h;344
BELLOY-SAINT-MARTIN;87276550;SAM;2023-11-18;2023;H;H;Avant 6h;5
LA-CELLE-SAINT-CLOUD;87382432;JOB;2023-11-14;2023;L;L2;Après 20h;142
BELLOY-SAINT-MARTIN;87276550;SAM;2023-11-18;2023;H;H;De 10h à 16h;53
LA-CELLE-SAINT-CLOUD;87382432;JOB;2023-11-14;2023;L;L2;De 16h à 20h;807
BELLOY-SAINT-MARTIN;87276550;JOB;2023-11-14;2023;H;H;Avant 6h;8
LA-COURNEUVE-AUBERVILLIERS;87271304;SAM;2019-03-16;2019;B;B;Avant 6h;625
BELLOY-SAINT-MARTIN;87276550;JOB;2023-11-14;2023;H;H;De 10h à 16h;54
LA-COURNEUVE-AUBERVILLIERS;87271304;SAM;2019-03-16;2019;B;B;De 6h à 10h;4761
BELLOY-SAINT-MARTIN;87276550;JOB;2023-11-14;2023;H;H;De 6h à 10h;190
LA-COURNEUVE-AUBERVILLIERS;87271304;DIM;2019-03-17;2019;B;B;De 6h à 10h;2103
BESSANCOURT;87276642;SAM;2023-11-18;2023;H;H;Avant 6h;22
LA-COURNEUVE-AUBERVILLIERS;87271304;JOB;2023-05-10;2023;B;B;De 6h à 10h;8728
BESSANCOURT;87276642;SAM;2023-11-18;2023;H;H;De 16h à 20h;167
LA-DEFENSE;87382218;SAM;2016-12-03;2016;U;U;De 10h à 16h;1450
BESSANCOURT;87276642;JOB;2023-11-14;2023;H;H;De 10h à 16h;298
LA-DEFENSE;87382218;SAM;2016-12-03;2016;U;U;De 16h à 20h;1915
BESSANCOURT;87276642;JOB;2023-11-14;2023;H;H;De 6h à 10h;745
LA-DEFENSE;87382218;DIM;2023-11-19;2023;L;L2;De 10h à 16h;4549
BEYNES;87393363;SAM;2023-11-18;2023;N;N;De 6h à 10h;28
LA-DEFENSE;87382218;JOB;2016-03-15;2016;U;U;De 6h à 10h;3831
BEYNES;87393363;DIM;2023-11-19;2023;N;N;Après 20h;9
LA-DEFENSE;87382218;JOB;2023-11-14;2023;L;L2;Après 20h;5054
BEYNES;87393363;DIM;2023-11-19;2023;N;N;De 6h à 10h;27
LA-DEFENSE;87382218;JOB;2023-11-14;2023;L;L2;Avant 6h;114
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;SAM;2017-04-22;2017;C;C;Avant 6h;137
LA-FERTE-ALAIS;87681452;DIM;2024-03-03;2024;D;D;De 10h à 16h;97
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;SAM;2017-04-22;2017;C;C;De 16h à 20h;9058
LA-FERTE-ALAIS;87681452;DIM;2024-03-03;2024;D;D;De 16h à 20h;78
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;DIM;2017-04-23;2017;C;C;Après 20h;3759
LA-FERTE-ALAIS;87681452;JOB;2024-12-03;2024;D;D;Après 20h;1
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;DIM;2017-04-23;2017;C;C;De 10h à 16h;6167
LA-FERTE-ALAIS;87681452;JOB;2024-12-03;2024;D;D;De 16h à 20h;9
BIEVRES;87393546;DIM;2017-04-23;2017;C;C;Après 20h;13
LA-FERTE-ALAIS;87681452;JOB;2024-02-04;2024;D;D;De 16h à 20h;191
BIEVRES;87393546;JOB;2017-04-25;2017;C;C;De 16h à 20h;375
LA-FERTE-MILON;87116673;SAM;2023-09-16;2023;P;P;Après 20h;5
BOIGNEVILLE;87684407;SAM;2024-02-03;2024;D;D;De 6h à 10h;3
LA-FERTE-MILON;87116673;SAM;2023-09-16;2023;P;P;Avant 6h;5
BOIGNEVILLE;87684407;DIM;2024-03-03;2024;D;D;De 16h à 20h;11
LA-FERTE-MILON;87116673;SAM;2023-09-16;2023;P;P;De 6h à 10h;5
BOIGNEVILLE;87684407;JOB;2024-02-04;2024;D;D;Après 20h;1
LA-FERTE-MILON;87116673;DIM;2023-09-17;2023;P;P;Après 20h;4
BOIS-COLOMBES;87381079;JOB;2023-11-14;2023;J;J4;Avant 6h;82
LA-FRETTE-MONTIGNY;87381871;SAM;2023-11-18;2023;J;J6;Avant 6h;10
BOIS-COLOMBES;87381079;JOB;2023-11-14;2023;J;J6;Après 20h;32
LA-FRETTE-MONTIGNY;87381871;SAM;2023-11-18;2023;J;J6;De 10h à 16h;443
BOIS-LE-ROI;87682203;DIM;2023-11-19;2023;R;R;De 6h à 10h;90
LA-FRETTE-MONTIGNY;87381871;SAM;2023-11-18;2023;J;J6;De 16h à 20h;240
BOISSISE-LE-ROI;87682518;DIM;2024-03-03;2024;D;D;De 10h à 16h;23
LA-FRETTE-MONTIGNY;87381871;JOB;2023-11-14;2023;J;J6;De 6h à 10h;904
BOISSISE-LE-ROI;87682518;JOB;2024-02-04;2024;D;D;De 16h à 20h;35
LAGNY-THORIGNY;87116319;JOB;2023-11-14;2023;P;P;De 10h à 16h;1346
BOISSY-L'AILLERIE;87381152;SAM;2023-11-18;2023;J;J6;De 6h à 10h;43
LAGNY-THORIGNY;87116319;JOB;2023-11-14;2023;P;P;De 16h à 20h;1214
BOISSY-L'AILLERIE;87381152;DIM;2023-11-19;2023;J;J6;De 10h à 16h;89
LA-GRANDE-PAROISSE;87682476;SAM;2023-11-18;2023;R;R;Avant 6h;0
BOISSY-L'AILLERIE;87381152;JOB;2023-11-14;2023;J;J6;De 16h à 20h;76
LA-GRANDE-PAROISSE;87682476;SAM;2023-11-18;2023;R;R;De 16h à 20h;33
BOISSY-L'AILLERIE;87381152;JOB;2023-11-14;2023;J;J6;De 6h à 10h;247
LA-GRANDE-PAROISSE;87682476;DIM;2023-11-19;2023;R;R;Après 20h;5
BONDY;87113407;SAM;2021-11-09;2021;T4;T4;Après 20h;705
LA-GRANDE-PAROISSE;87682476;DIM;2023-11-19;2023;R;R;Avant 6h;1
BONDY;87113407;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;1511
LA-GRANDE-PAROISSE;87682476;JOB;2023-11-14;2023;R;R;De 10h à 16h;38
BONDY;87113407;SAM;2022-03-19;2022;E;E;Après 20h;638
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON;87545459;SAM;2017-04-22;2017;C;C;De 10h à 16h;175
BONDY;87113407;DIM;2022-03-20;2022;E;E;De 16h à 20h;2009
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON;87545459;DIM;2017-04-23;2017;C;C;Après 20h;24
BONDY;87113407;DIM;2022-03-20;2022;E;E;De 6h à 10h;1069
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON;87545459;DIM;2017-04-23;2017;C;C;Avant 6h;1
BONDY;87113407;JOB;2021-09-21;2021;T4;T4;Avant 6h;45
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON;87545459;JOB;2017-04-25;2017;C;C;Après 20h;40
BONNIERES;87415893;JOB;2021-07-12;2021;J;J5;Avant 6h;70
LA-PLAINE-STADE-DE-FRANCE;87164798;SAM;2019-03-16;2019;B;B;De 16h à 20h;3707
BORAN-SUR-OISE;87276444;SAM;2023-11-18;2023;H;H;Après 20h;1
LA-PLAINE-STADE-DE-FRANCE;87164798;DIM;2019-03-17;2019;B;B;Après 20h;1256
BORAN-SUR-OISE;87276444;SAM;2023-11-18;2023;H;H;De 10h à 16h;8
LA-PLAINE-STADE-DE-FRANCE;87164798;JOB;2023-05-10;2023;B;B;Avant 6h;448
BORAN-SUR-OISE;87276444;SAM;2023-11-18;2023;H;H;De 16h à 20h;8
LA-PLAINE-STADE-DE-FRANCE;87164798;JOB;2023-05-10;2023;B;B;De 16h à 20h;7921
BORAN-SUR-OISE;87276444;DIM;2023-11-19;2023;H;H;Après 20h;1
LARDY;87545160;SAM;2017-04-22;2017;C;C;Après 20h;35
BORAN-SUR-OISE;87276444;JOB;2023-11-14;2023;H;H;Après 20h;1
LARDY;87545160;JOB;2017-04-25;2017;C;C;Avant 6h;21
BORAN-SUR-OISE;87276444;JOB;2023-11-14;2023;H;H;De 16h à 20h;12
LA-VERRIERE;87393256;SAM;2016-12-03;2016;U;U;Après 20h;92
BORAN-SUR-OISE;87276444;JOB;2023-11-14;2023;H;H;De 6h à 10h;28
LA-VERRIERE;87393256;DIM;2023-11-19;2023;N;N;Après 20h;140
BOUFFEMONT-MOISSELLES;87276485;SAM;2023-11-18;2023;H;H;Avant 6h;21
LA-VERRIERE;87393256;DIM;2023-11-19;2023;N;N;De 6h à 10h;221
BOUGIVAL;87382440;SAM;2023-11-18;2023;L;L2;Après 20h;58
LAVILLETERTRE;87381202;SAM;2023-11-18;2023;J;J6;De 10h à 16h;4
BOUGIVAL;87382440;JOB;2023-11-14;2023;L;L2;Avant 6h;8
LAVILLETERTRE;87381202;DIM;2023-11-19;2023;J;J6;De 16h à 20h;7
BOULAINVILLIERS;87543181;DIM;2017-04-23;2017;C;C;Après 20h;113
LE-BLANC-MESNIL;87271478;SAM;2019-03-16;2019;B;B;Après 20h;374
BOULAINVILLIERS;87543181;JOB;2017-04-25;2017;C;C;De 10h à 16h;1344
LE-BLANC-MESNIL;87271478;SAM;2019-03-16;2019;B;B;De 10h à 16h;1702
BOURAY;87545178;SAM;2017-04-22;2017;C;C;Après 20h;37
LE-BLANC-MESNIL;87271478;DIM;2019-03-17;2019;B;B;De 10h à 16h;2429
BOURAY;87545178;DIM;2017-04-23;2017;C;C;De 10h à 16h;243
LE-BLANC-MESNIL;87271478;DIM;2019-03-17;2019;B;B;De 6h à 10h;625
BOURAY;87545178;DIM;2017-04-23;2017;C;C;De 6h à 10h;48
LE-BOURGET;87271395;DIM;2021-11-21;2021;T11;T11;Après 20h;671
BOURAY;87545178;JOB;2017-04-25;2017;C;C;Après 20h;18
LE-BOURGET;87271395;JOB;2023-05-10;2023;B;B;Après 20h;865
BOURAY;87545178;JOB;2017-04-25;2017;C;C;De 10h à 16h;251
LE-BOURGET;87271395;JOB;2023-05-10;2023;B;B;De 6h à 10h;8257
BOURRON-MARLOTTE-GREZ;87684118;SAM;2023-11-18;2023;R;R;De 10h à 16h;85
LE-BRAS-DE-FER;87681395;SAM;2024-02-03;2024;D;D;De 16h à 20h;640
BOUSSY-SAINT-ANTOINE;87682138;DIM;2024-03-03;2024;D;D;Après 20h;144
LE-BRAS-DE-FER;87681395;DIM;2024-03-03;2024;D;D;De 16h à 20h;554
BOUSSY-SAINT-ANTOINE;87682138;JOB;2024-05-03;2024;D;D;Après 20h;300
LE-CHENAY-GAGNY;87113522;SAM;2022-03-19;2022;E;E;De 16h à 20h;745
BOUSSY-SAINT-ANTOINE;87682138;JOB;2024-05-03;2024;D;D;De 16h à 20h;1176
LE-CHENAY-GAGNY;87113522;JOB;2022-03-22;2022;E;E;Après 20h;120
BOUSSY-SAINT-ANTOINE;87682138;JOB;2024-05-03;2024;D;D;De 6h à 10h;2666
LE-CHENAY-GAGNY;87113522;JOB;2022-03-22;2022;E;E;De 10h à 16h;971
BOUTIGNY;87681478;JOB;2024-02-04;2024;D;D;De 16h à 20h;51
LE-COUDRAY-MONTCEAUX;87681635;SAM;2024-02-03;2024;D;D;De 10h à 16h;20
BRETIGNY;87545194;DIM;2017-04-23;2017;C;C;De 10h à 16h;1298
LE-COUDRAY-MONTCEAUX;87681635;DIM;2024-03-03;2024;D;D;De 16h à 20h;14
BRETIGNY;87545194;DIM;2017-04-23;2017;C;C;De 16h à 20h;1042
LE-COUDRAY-MONTCEAUX;87681635;JOB;2024-12-03;2024;D;D;De 6h à 10h;94
BREUILLET-BRUYERES-LE-CHATEL;87545483;SAM;2017-04-22;2017;C;C;De 10h à 16h;164
LE-COUDRAY-MONTCEAUX;87681635;JOB;2024-02-04;2024;D;D;Après 20h;0
BREUILLET-BRUYERES-LE-CHATEL;87545483;DIM;2017-04-23;2017;C;C;De 16h à 20h;95
LE-MEE;87682179;SAM;2024-02-03;2024;D;D;Après 20h;190
BREUILLET-BRUYERES-LE-CHATEL;87545483;DIM;2017-04-23;2017;C;C;De 6h à 10h;31
LEON-BLUM;87704262;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;137
BREUILLET-VILLAGE;87545491;SAM;2017-04-22;2017;C;C;De 10h à 16h;227
LEON-BLUM;87704262;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;907
BREUILLET-VILLAGE;87545491;SAM;2017-04-22;2017;C;C;De 6h à 10h;102
LE-PERRAY;87393298;DIM;2023-11-19;2023;N;N;Après 20h;18
BREUILLET-VILLAGE;87545491;JOB;2017-04-25;2017;C;C;Avant 6h;33
LE-PERRAY;87393298;JOB;2023-11-14;2023;N;N;Après 20h;31
BREUILLET-VILLAGE;87545491;JOB;2017-04-25;2017;C;C;De 10h à 16h;225
LE-PLESSIS-BELLEVILLE;87271551;DIM;2023-11-19;2023;K;K;De 6h à 10h;26
BRUNOY;87682120;DIM;2024-03-03;2024;D;D;Avant 6h;37
LE-PLESSIS-CHENET;87681627;JOB;2024-12-03;2024;D;D;De 6h à 10h;22
BRUNOY;87682120;DIM;2024-03-03;2024;D;D;De 16h à 20h;803
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;SAM;2022-03-19;2022;E;E;De 10h à 16h;2716
BRUNOY;87682120;JOB;2024-05-03;2024;D;D;Après 20h;215
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;DIM;2022-03-20;2022;E;E;Après 20h;228
BRUNOY;87682120;JOB;2024-05-03;2024;D;D;De 16h à 20h;1331
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;DIM;2022-03-20;2022;E;E;De 10h à 16h;1902
BRUYERES-SUR-OISE;87276451;SAM;2023-11-18;2023;H;H;Après 20h;3
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL;87113472;JOB;2022-03-22;2022;E;E;Après 20h;278
BRUYERES-SUR-OISE;87276451;SAM;2023-11-18;2023;H;H;De 10h à 16h;46
LES-ARDOINES;87492108;SAM;2017-04-22;2017;C;C;De 16h à 20h;674
BRUYERES-SUR-OISE;87276451;SAM;2023-11-18;2023;H;H;De 16h à 20h;26
LES-ARDOINES;87492108;JOB;2017-04-25;2017;C;C;Avant 6h;155
BRUYERES-SUR-OISE;87276451;DIM;2023-11-19;2023;H;H;Après 20h;4
LES-BOULLEREAUX-CHAMPIGNY;87113779;DIM;2022-03-20;2022;E;E;Après 20h;162
BRUYERES-SUR-OISE;87276451;DIM;2023-11-19;2023;H;H;De 10h à 16h;26
LES-BOULLEREAUX-CHAMPIGNY;87113779;DIM;2022-03-20;2022;E;E;De 10h à 16h;1186
BRUYERES-SUR-OISE;87276451;JOB;2023-11-14;2023;H;H;De 10h à 16h;34
LES-BOULLEREAUX-CHAMPIGNY;87113779;DIM;2022-03-20;2022;E;E;De 16h à 20h;608
BUNO-GIRONVILLE;87681510;JOB;2024-02-04;2024;D;D;De 16h à 20h;15
LES-BOULLEREAUX-CHAMPIGNY;87113779;JOB;2022-03-22;2022;E;E;Avant 6h;131
CAMP-DES-LOGES;87710939;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;101
LES-CLAIRIERES-DE-VERNEUIL;87386664;SAM;2021-04-12;2021;J;J5;Après 20h;6
CAMP-DES-LOGES;87710939;DIM;2023-10-15;2023;T13;T13;Après 20h;5
LES-CLAIRIERES-DE-VERNEUIL;87386664;DIM;2021-05-12;2021;J;J5;Après 20h;8
CAMP-DES-LOGES;87710939;DIM;2023-10-15;2023;T13;T13;De 16h à 20h;77
LES-CLAIRIERES-DE-VERNEUIL;87386664;DIM;2021-05-12;2021;J;J5;Avant 6h;1
CERGY-LE-HAUT;87382655;DIM;2022-11-20;2022;A;A;Avant 6h;64
LES-COQUETIERS;87113845;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;55
CERGY-LE-HAUT;87382655;JOB;2022-11-30;2022;A;A;De 6h à 10h;4358
LES-COQUETIERS;87113845;DIM;2021-12-09;2021;T4;T4;Après 20h;87
CERGY-LE-HAUT;87382655;JOB;2023-11-14;2023;L;L3;De 10h à 16h;208
LES-COQUETIERS;87113845;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;392
CERGY-PREFECTURE;87381905;SAM;2022-11-19;2022;A;A;Avant 6h;135
